frame_index,time_ps,elapsed_ps,volume_nm3,density_g_ml,void_radius_angstrom,void_x_angstrom,void_y_angstrom,void_z_angstrom,eda_thf_contacts,eda_thf_hydrogen_bonds
0,0.0,0.0,8.277298286805335,0.9257630225630882,1.7575067617504094,7.079961776733399,11.799936294555664,7.417102813720702,0,0
10,100.0,100.0,8.758146626124672,0.8749358748792542,2.0700650203178896,19.582178688049314,5.496751912434896,11.680597813924155,0,0
20,200.0,200.0,9.054085367771082,0.846338019732588,2.0221451086637545,1.0421211242675787,4.863231913248698,6.947474161783854,0,0
30,300.0,300.0,9.106584951202699,0.8414588697859956,1.7528706376960852,15.31392822265625,2.7843505859375,0.6960876464843752,0,0
40,400.0,400.0,8.653524690052643,0.8855139327744336,1.9245705319548525,1.3686941782633466,1.0265206336975101,5.132603168487549,0,0
50,500.0,500.0,8.830521016576629,0.8677649559142162,2.2865702483648365,8.267777252197268,14.468610191345215,17.56902666091919,0,0
60,600.0,600.0,9.168603506543823,0.8357670473131559,2.014207073008963,1.7441606521606448,1.0464963912963867,1.0464963912963867,0,0
70,700.0,700.0,8.41499443179568,0.9106145871820863,1.6710391182029742,1.0170007705688489,2.7120020548502612,12.882009760538736,0,0
80,800.0,800.0,9.04916458466698,0.846798244075829,2.180580317978243,15.628984451293945,0.3473107655843102,4.5150399525960285,0,0
90,900.0,900.0,9.054577544172489,0.8462920156425138,1.8557826122077885,1.7369000116984068,17.369000116984047,14.242580095926922,0,0
100,1000.0,1000.0,8.747084325465224,0.8760423925879578,2.1367239785695507,9.615264129638673,7.211448097229004,18.200321388244628,0,0
110,1100.0,1100.0,8.786098993867007,0.8721523267604978,1.9414148106404203,7.2221539497375495,2.7512967427571624,13.068659528096516,0,0
120,1200.0,1200.0,9.078472005845743,0.8440645822022685,2.245845602630407,1.0430559158325212,20.513433011372882,3.824538358052572,0,0
130,1300.0,1300.0,8.57679831797,0.893435568444479,1.8817173256682043,10.575936698913575,10.917095947265626,9.552458953857421,0,0
140,1400.0,1400.0,8.937798929746968,0.8573494146467798,2.2226343702545144,8.301123046875,4.150561523437501,11.414044189453126,0,0
150,1500.0,1500.0,8.419725189906966,0.9101029437201678,1.5915362220477742,5.085956573486329,7.459402974446614,7.120339202880859,0,0
160,1600.0,1600.0,9.061256002470467,0.8456682692288997,2.250254038987289,10.77142702738444,1.3898615519205733,9.034100087483724,0,0
170,1700.0,1700.0,8.835357330074995,0.8672899572001957,2.306932758406699,4.134643173217776,12.748483117421472,7.580179150899251,0,0
180,1800.0,1800.0,8.59087004995558,0.8919721327514202,1.8240637865734064,7.168260192871094,7.168260192871094,12.97113749186198,0,0
190,1900.0,1900.0,8.922164265130917,0.8588517822515948,2.0723326945510707,8.98763656616211,4.493818283081056,10.370349884033203,0,0
200,2000.0,2000.0,8.64466906095257,0.8864210563318893,1.8384328676970665,1.0261703491210947,4.446738179524741,9.919646708170573,0,0
210,2100.0,2100.0,8.442150519223436,0.9076853893093171,1.7216351852345484,11.199029445648197,15.610768318176271,11.538393974304201,0,0
220,2200.0,2200.0,8.602400841742647,0.8907765194416202,2.0146142060119807,11.610944747924808,16.733420372009277,12.293941497802734,0,0
230,2300.0,2300.0,8.822986439956583,0.8685060022246714,1.9581084021687098,0.6887854258219409,5.165890693664551,4.8214979807535805,0,0
240,2400.0,2400.0,8.760398138526533,0.8747110073627357,1.6786862229579878,1.0307292938232433,5.497222900390626,11.338022232055666,0,0
250,2500.0,2500.0,8.903941963837847,0.8606094594698246,2.0077281399504243,3.1089855194091807,8.636070887247723,5.87252820332845,0,0
260,2600.0,2600.0,8.648075098591654,0.8860719400895436,1.6928776281133062,11.631457837422692,16.078779951731363,6.499932320912679,0,0
270,2700.0,2700.0,8.678946113007054,0.8829201818830269,1.7680893281687358,5.137624263763429,13.357823085784913,6.850165685017903,0,0
280,2800.0,2800.0,8.52248174911263,0.8991297260856015,2.125480211343672,17.021876970926918,12.93662649790446,6.46831324895223,0,0
290,2900.0,2900.0,8.903074269397178,0.8606933345472387,1.927865680398557,20.38046522140503,15.198991012573241,13.817264556884767,0,0
300,3000.0,3000.0,9.008435470843086,0.8506268047821213,1.962003372961169,9.363300704956055,5.201833724975586,3.4678891499837237,0,0
310,3100.0,3100.0,8.727017635141225,0.8780567429809226,1.885075896730634,11.323603153228762,9.264766216278076,1.0294184684753418,0,0
320,3200.0,3200.0,9.144821328624074,0.8379405573145432,2.32821997725324,11.152968343098959,13.592680168151857,12.198559125264486,0,0
330,3300.0,3300.0,8.712521380728795,0.8795176902060229,2.037933944821856,3.086544513702394,17.8333683013916,8.573734760284424,0,0
340,3400.0,3400.0,8.629830823565957,0.8879451796116211,2.0169820581329994,3.4186096191406263,16.751187133789063,10.255828857421875,0,0
350,3500.0,3500.0,8.625681087308417,0.8883723619140093,1.644617467444894,19.824757130940757,15.7230832417806,0.6836123148600262,0,0
360,3600.0,3600.0,8.764007198486635,0.8743507971983855,1.9078710537994559,5.154354095458985,12.370449829101565,4.810730489095052,0,0
