pair,r_lower_angstrom,r_upper_angstrom,r_center_angstrom,g_r,count,expected_count
thf_o-thf_o,0.0,0.1,0.05,0.0,0,0.19402271103899518
thf_o-thf_o,0.1,0.2,0.15000000000000002,0.0,0,1.3581589772729659
thf_o-thf_o,0.2,0.30000000000000004,0.25,0.0,0,3.6864315097409115
thf_o-thf_o,0.30000000000000004,0.4,0.35000000000000003,0.0,0,7.178840308442826
thf_o-thf_o,0.4,0.5,0.45,0.0,0,11.835385373378706
thf_o-thf_o,0.5,0.6000000000000001,0.55,0.0,0,17.6560667045486
thf_o-thf_o,0.6000000000000001,0.7000000000000001,0.6500000000000001,0.0,0,24.640884301952372
thf_o-thf_o,0.7000000000000001,0.8,0.75,0.0,0,32.78983816559022
thf_o-thf_o,0.8,0.9,0.8500000000000001,0.0,0,42.10292829546198
thf_o-thf_o,0.9,1.0,0.95,0.0,0,52.58015469156771
thf_o-thf_o,1.0,1.1,1.05,0.0,0,64.22151735390746
thf_o-thf_o,1.1,1.2000000000000002,1.1500000000000001,0.0,0,77.02701628248127
thf_o-thf_o,1.2000000000000002,1.3,1.25,0.0,0,90.99665147728871
thf_o-thf_o,1.3,1.4000000000000001,1.35,0.0,0,106.13042293833045
thf_o-thf_o,1.4000000000000001,1.5,1.4500000000000002,0.0,0,122.42833066560584
thf_o-thf_o,1.5,1.6,1.55,0.0,0,139.8903746591157
thf_o-thf_o,1.6,1.7000000000000002,1.6500000000000001,0.0,0,158.51655491885907
thf_o-thf_o,1.7000000000000002,1.8,1.75,0.0,0,178.3068714448366
thf_o-thf_o,1.8,1.9000000000000001,1.85,0.0,0,199.26132423704826
thf_o-thf_o,1.9000000000000001,2.0,1.9500000000000002,0.0,0,221.3799132954931
thf_o-thf_o,2.0,2.1,2.05,0.0,0,244.6626386201733
thf_o-thf_o,2.1,2.2,2.1500000000000004,0.0,0,269.1095002110869
thf_o-thf_o,2.2,2.3000000000000003,2.25,0.0,0,294.7204980682338
thf_o-thf_o,2.3000000000000003,2.4000000000000004,2.3500000000000005,0.0,0,321.4956321916159
thf_o-thf_o,2.4000000000000004,2.5,2.45,0.0,0,349.43490258122887
thf_o-thf_o,2.5,2.6,2.55,0.0,0,378.53830923707955
thf_o-thf_o,2.6,2.7,2.6500000000000004,0.0,0,408.80585215916335
thf_o-thf_o,2.7,2.8000000000000003,2.75,0.0022715010165971004,1,440.23753134748057
thf_o-thf_o,2.8000000000000003,2.9000000000000004,2.8500000000000005,0.0021149100560766587,1,472.8333468020321
thf_o-thf_o,2.9000000000000004,3.0,2.95,0.001973970052339659,1,506.5932985228142
thf_o-thf_o,3.0,3.1,3.05,0.007386651102341552,4,541.5173865098365
