pair,r_lower_angstrom,r_upper_angstrom,r_center_angstrom,g_r,count,expected_count
eda_n-eda_n,0.0,0.1,0.05,0.0,0,0.9402050320749895
eda_n-eda_n,0.1,0.2,0.15000000000000002,0.0,0,6.581435224524926
eda_n-eda_n,0.2,0.30000000000000004,0.25,0.0,0,17.863895609424787
eda_n-eda_n,0.30000000000000004,0.4,0.35000000000000003,0.0,0,34.78758618677461
eda_n-eda_n,0.4,0.5,0.45,0.0,0,57.35250695657434
eda_n-eda_n,0.5,0.6000000000000001,0.55,0.0,0,85.55865791882411
eda_n-eda_n,0.6000000000000001,0.7000000000000001,0.6500000000000001,0.0,0,119.40603907352366
eda_n-eda_n,0.7000000000000001,0.8,0.75,0.0,0,158.89465042067332
eda_n-eda_n,0.8,0.9,0.8500000000000001,0.0,0,204.02449196027263
eda_n-eda_n,0.9,1.0,0.95,0.0,0,254.7955636923221
eda_n-eda_n,1.0,1.1,1.05,0.0,0,311.2078656168218
eda_n-eda_n,1.1,1.2000000000000002,1.1500000000000001,0.0,0,373.26139773377116
eda_n-eda_n,1.2000000000000002,1.3,1.25,0.0,0,440.9561600431694
eda_n-eda_n,1.3,1.4000000000000001,1.35,0.0,0,514.2921525450195
eda_n-eda_n,1.4000000000000001,1.5,1.4500000000000002,0.0,0,593.2693752393179
eda_n-eda_n,1.5,1.6,1.55,0.0,0,677.8878281260684
eda_n-eda_n,1.6,1.7000000000000002,1.6500000000000001,0.0,0,768.1475112052663
eda_n-eda_n,1.7000000000000002,1.8,1.75,0.0,0,864.0484244769153
eda_n-eda_n,1.8,1.9000000000000001,1.85,0.0,0,965.590567941015
eda_n-eda_n,1.9000000000000001,2.0,1.9500000000000002,0.0,0,1072.7739415975611
eda_n-eda_n,2.0,2.1,2.05,0.0,0,1185.5985454465624
eda_n-eda_n,2.1,2.2,2.1500000000000004,0.0,0,1304.0643794880123
eda_n-eda_n,2.2,2.3000000000000003,2.25,0.0,0,1428.1714437219089
eda_n-eda_n,2.3000000000000003,2.4000000000000004,2.3500000000000005,0.0,0,1557.9197381482604
eda_n-eda_n,2.4000000000000004,2.5,2.45,0.0,0,1693.3092627670485
eda_n-eda_n,2.5,2.6,2.55,0.0,0,1834.340017578305
eda_n-eda_n,2.6,2.7,2.6500000000000004,0.0020191699973480686,4,1981.0120025820056
eda_n-eda_n,2.7,2.8000000000000003,2.75,0.0698440156982641,149,2133.3252177781533
eda_n-eda_n,2.8000000000000003,2.9000000000000004,2.8500000000000005,0.5123774364485159,1174,2291.2796631667534
eda_n-eda_n,2.9000000000000004,3.0,2.95,1.3279696726526653,3260,2454.8753387477873
eda_n-eda_n,3.0,3.1,3.05,1.8425278911352445,4835,2624.1122445212977
eda_n-eda_n,3.1,3.2,3.1500000000000004,1.8753190566829516,5249,2798.990380487247
eda_n-eda_n,3.2,3.3000000000000003,3.25,1.5861669878142093,4726,2979.5097466456446
eda_n-eda_n,3.3000000000000003,3.4000000000000004,3.3500000000000005,1.3362098834321654,4230,3165.6703429964878
eda_n-eda_n,3.4000000000000004,3.5,3.45,1.082361912920376,3634,3357.4721695397784
eda_n-eda_n,3.5,3.6,3.55,0.9271669759206038,3296,3554.9152262755383
eda_n-eda_n,3.6,3.7,3.6500000000000004,0.8153274073705,3064,3757.999513203732
eda_n-eda_n,3.7,3.8000000000000003,3.75,0.727804417480359,2887,3966.7250303243873
eda_n-eda_n,3.8000000000000003,3.9000000000000004,3.8500000000000005,0.6730299523800564,2814,4181.091777637483
eda_n-eda_n,3.9000000000000004,4.0,3.95,0.6437027464986292,2833,4401.09975514301
eda_n-eda_n,4.0,4.1000000000000005,4.050000000000001,0.6466743763341702,2992,4626.748962841042
eda_n-eda_n,4.1000000000000005,4.2,4.15,0.6327655554907929,3074,4858.039400731458
eda_n-eda_n,4.2,4.3,4.25,0.6747830269426943,3438,5094.971068814348
eda_n-eda_n,4.3,4.4,4.35,0.7379798694469037,3939,5337.543967089747
eda_n-eda_n,4.4,4.5,4.45,0.764086078735573,4268,5585.758095557484
eda_n-eda_n,4.5,4.6000000000000005,4.550000000000001,0.8401241004156769,4906,5839.613454217785
eda_n-eda_n,4.6000000000000005,4.7,4.65,0.8891461150404052,5423,6099.11004307044
eda_n-eda_n,4.7,4.800000000000001,4.75,0.9663357136998079,6150,6364.247862115647
eda_n-eda_n,4.800000000000001,4.9,4.8500000000000005,0.992158749007611,6583,6635.026911353176
eda_n-eda_n,4.9,5.0,4.95,0.980257797387908,6775,6911.447190783217
eda_n-eda_n,5.0,5.1000000000000005,5.050000000000001,1.0025705535871778,7212,7193.508700405777
eda_n-eda_n,5.1000000000000005,5.2,5.15,0.9991697280219537,7475,7481.211440220654
eda_n-eda_n,5.2,5.300000000000001,5.25,1.0147204031270132,7889,7774.555410228141
eda_n-eda_n,5.300000000000001,5.4,5.3500000000000005,1.0551752212649737,8519,8073.540610427891
eda_n-eda_n,5.4,5.5,5.45,1.0618074283619325,8896,8378.1670408202
eda_n-eda_n,5.5,5.6000000000000005,5.550000000000001,1.0883433351315699,9456,8688.434701405014
eda_n-eda_n,5.6000000000000005,5.7,5.65,1.1317871087069744,10191,9004.343592182144
eda_n-eda_n,5.7,5.800000000000001,5.75,1.1698610702172305,10910,9325.89371315188
eda_n-eda_n,5.800000000000001,5.9,5.8500000000000005,1.192882889074433,11515,9653.08506431388
eda_n-eda_n,5.9,6.0,5.95,1.1722508051203193,11706,9985.917645668413
eda_n-eda_n,6.0,6.1000000000000005,6.050000000000001,1.1532883123758784,11907,10324.3914572155
eda_n-eda_n,6.1000000000000005,6.2,6.15,1.0968733066007281,11702,10668.506498954883
eda_n-eda_n,6.2,6.300000000000001,6.25,1.0555202976942542,11630,11018.262770886844
eda_n-eda_n,6.300000000000001,6.4,6.3500000000000005,1.0084704241797595,11470,11373.660273011117
eda_n-eda_n,6.4,6.5,6.45,0.9760795734768792,11454,11734.699005327884
eda_n-eda_n,6.5,6.6000000000000005,6.550000000000001,0.9617085813882185,11638,12101.378967837265
eda_n-eda_n,6.6000000000000005,6.7,6.65,0.9419017491833377,11749,12473.700160538825
eda_n-eda_n,6.7,6.800000000000001,6.75,0.9421349122259315,12108,12851.662583433066
eda_n-eda_n,6.800000000000001,6.9,6.8500000000000005,0.9263886181729111,12261,13235.266236519625
eda_n-eda_n,6.9,7.0,6.95,0.9482175093406924,12919,13624.511119798604
