frame_index,time_ps,elapsed_ps,volume_nm3,density_g_ml,void_radius_angstrom,void_x_angstrom,void_y_angstrom,void_z_angstrom,eda_thf_contacts,eda_thf_hydrogen_bonds,eda_eda_hydrogen_bonds,cavity_associated_hydrogen_bonds,cavity_bridging_hydrogen_bonds
370,3700.0,3700.0,8.10301933214593,0.8669817250693808,1.685830614443,17.40741907755534,6.695161183675131,14.729354604085286,7,3,32,4,0
380,3800.0,3800.0,8.223541628400826,0.8542754443647848,2.234517984055195,14.129203224182131,1.0092288017272952,3.0276864051818846,18,9,29,0,0
390,3900.0,3900.0,7.961383560268174,0.88240563033717,1.9323293349963098,16.639806429545082,12.646252886454263,2.995165157318115,18,11,44,2,0
400,4000.0,4000.0,8.073567256334094,0.8701444424511164,1.7262417826520535,12.705375417073567,1.3374079386393236,10.699263509114584,18,6,28,0,0
410,4100.0,4100.0,8.196865947742735,0.857055577539245,1.99378151357766,4.032545471191408,13.44181823730469,14.113909149169924,6,1,27,0,0
420,4200.0,4200.0,8.320278765319596,0.8443430655396523,2.0783503727728325,9.793983618418375,12.158048629760742,1.0131707191467285,14,8,21,0,0
430,4300.0,4300.0,7.879447481296695,0.8915815094306982,1.8618513916311186,5.638058694203695,8.935404219514832e-16,14.592622502644856,14,9,37,0,0
440,4400.0,4400.0,8.142457963259156,0.8627824313682397,1.8339468240669292,8.717807451883957,18.776816050211586,16.76501433054606,12,8,27,1,0
450,4500.0,4500.0,8.5567512376028,0.8210089885495542,2.0364350533839044,20.11270097096761,1.022679710388185,20.11270097096761,18,10,17,2,0
460,4600.0,4600.0,7.908550759985836,0.8883005106825669,2.2134067282326235,16.602916717529297,10.62586669921875,13.28233337402344,17,8,30,1,0
470,4700.0,4700.0,7.771434993663903,0.9039732925234635,1.646469023929755,18.817301559448243,18.817301559448243,9.90384292602539,15,6,24,1,0
480,4800.0,4800.0,8.388350196810508,0.8374912246183512,2.3592965463246998,17.948030694325762,2.0318525314331066,14.900251897176105,15,12,31,0,0
490,4900.0,4900.0,8.328803333809454,0.8434788765316215,1.6534185932380996,15.202749252319338,19.256815719604493,6.75677744547526,15,9,23,0,0
500,5000.0,5000.0,7.973622945348368,0.8810511516540604,1.7203505260550502,16.981295680999754,5.327465311686199,8.657131131490072,15,6,23,0,0
510,5100.0,5100.0,7.883354308528541,0.8911396600878764,2.0265441114844664,9.287748845418296,2.3219372113545744,16.916971111297606,16,8,37,0,0
520,5200.0,5200.0,7.9830015556481815,0.8800160728872627,1.8875323551403438,12.990785980224613,18.98653335571289,16.987950897216795,11,6,36,0,0
530,5300.0,5300.0,8.196235559580034,0.8571214953239317,2.1545528892570287,14.449584166208904,11.7612894376119,19.154099941253662,17,11,26,2,0
540,5400.0,5400.0,8.131568780155328,0.8639378044737176,1.9844325228862483,17.76298977533976,13.74118076960246,16.422386773427327,17,12,20,0,0
550,5500.0,5500.0,8.258396458786503,0.8506699471154604,2.587889092341751,1.6844210624694829,2.0213052749633786,3.031957912445068,15,9,27,0,0
560,5600.0,5600.0,8.497190612639775,0.8267638092529445,1.8919280068479922,14.964419682820639,14.964419682820637,11.22331476211548,10,4,21,1,0
570,5700.0,5700.0,8.545768328490526,0.822064138508574,2.0066886537433914,14.652134958902996,3.0667259216308596,5.451957194010417,18,8,33,0,0
580,5800.0,5800.0,8.526698627127475,0.8239026598763585,2.254000889705466,19.74863338470459,5.7883925437927255,12.598266124725342,14,8,18,0,0
590,5900.0,5900.0,8.423685424983654,0.8339781609150073,2.1999772817966194,1.0173507690429702,19.329664611816405,3.052052307128906,15,10,23,2,0
600,6000.0,6000.0,7.947705001454283,0.8839243124359729,1.9209752141709944,2.660843404134116,7.649924786885581,12.30640074412028,21,9,28,0,0
610,6100.0,6100.0,7.917644155295097,0.8872802996780533,1.9602058321659068,6.975896644592285,4.982783317565918,6.311525535583495,13,8,38,0,0
620,6200.0,6200.0,8.041382031243149,0.8736271515965237,1.863304398030998,10.685027058919271,13.022376728057862,3.339070955912272,19,11,30,1,0
630,6300.0,6300.0,8.19403294405328,0.8573518958027686,1.9113608671561686,7.056141471862794,19.15238399505615,10.752215576171874,25,15,28,0,0
640,6400.0,6400.0,7.9126512414954515,0.8878401770083195,1.974428873298179,2.9890414237976093,17.934248542785642,12.952512836456298,16,7,38,2,0
650,6500.0,6500.0,8.090101326869645,0.8683660927115625,1.6700562092336135,16.72900358835856,3.3458007176717124,10.706562296549478,10,6,27,0,0
660,6600.0,6600.0,7.952500630281227,0.8833912759596961,1.7687170769731548,10.645513916015627,9.314824676513673,16.633615493774414,9,3,24,3,0
670,6700.0,6700.0,7.845681527572982,0.8954186649260563,2.0465797890077706,7.617050075531007,18.545861053466794,16.227628421783447,14,9,29,0,0
680,6800.0,6800.0,8.132374024733455,0.8638522598060996,2.0035718263001643,17.76357609430949,16.087767028808592,15.082281589508057,18,11,27,1,0
690,6900.0,6900.0,8.273695382965961,0.8490969698156849,2.295417747154949,4.719289588928223,11.124039745330812,6.404750156402588,13,7,31,2,0
700,7000.0,7000.0,8.581258538651978,0.818664260867031,2.311445617969425,3.412183761596681,10.236551284790039,14.331171798706054,16,9,25,0,0
710,7100.0,7100.0,7.965760177202136,0.881920811394791,1.803942062324029,19.305711809794108,3.32857100168864,13.314284006754558,14,8,32,1,0
720,7200.0,7200.0,8.074497634897723,0.8700441806425034,1.8524815255850398,7.021661376953126,19.058795166015624,17.052606201171873,17,9,26,0,0
730,7300.0,7300.0,8.085720771477925,0.8688365425176987,1.7269071158528615,13.380786895751955,4.683275413513184,4.683275413513184,16,9,36,3,0
740,7400.0,7400.0,8.247198584965581,0.8518249689853612,2.289540368671374,11.448883883158368,3.704050668080649,13.469275156656902,8,5,25,0,0
750,7500.0,7500.0,8.203495121194678,0.8563629983400713,1.8427925048023257,12.10089683532715,2.0168161392211914,1.0084080696105957,24,14,28,1,0
760,7600.0,7600.0,8.053181375660277,0.8723471322882543,1.812678061965266,13.362813313802086,1.0022109985351566,3.0066329956054685,16,11,28,2,0
770,7700.0,7700.0,7.825394807763315,0.8977399673029892,1.8750784294759748,14.890068054199219,1.9853424072265626,0.3308904012044271,18,10,35,0,0
780,7800.0,7800.0,8.00917021917131,0.8771407632264431,2.00268925085388,1.5109746101670061e-15,6.669212977091472,18.00687503814697,15,6,29,2,0
790,7900.0,7900.0,8.501992645061112,0.8262968426508118,2.483382536262704,3.061480522155763,4.762303034464519,12.245922088623047,13,9,29,2,0
800,8000.0,8000.0,7.9287124045173005,0.886041682487046,1.8538223712522532,10.634888712565106,5.982124900817872,19.60807606379191,11,8,22,3,0
810,8100.0,8100.0,7.950239333060858,0.8836425401233444,1.762383912144234,0.6652815500895191,0.9979223251342779,8.648660151163737,21,10,24,2,0
820,8200.0,8200.0,8.467543941362264,0.829658485093637,1.96746071306867,18.68374474843343,3.057340049743653,14.607291348775227,17,10,20,0,0
830,8300.0,8300.0,8.37126345840575,0.83920064321955,1.9922631616970852,13.198067951202393,6.768239974975586,5.0761799812316895,19,12,26,0,0
840,8400.0,8400.0,8.111138467528841,0.8661138885716404,2.0189557589342586,14.399402681986492,9.3763552347819,14.064532852172853,17,10,37,0,0
850,8500.0,8500.0,8.33130516603981,0.8432255857690247,1.8793148307168106,11.487671661376956,10.81192626953125,5.405963134765625,17,11,31,2,0
860,8600.0,8600.0,8.164581014682215,0.8604446041041406,1.659757204542282,1.0068110466003426,3.0204331398010256,8.725695737202962,12,4,30,0,0
870,8700.0,8700.0,8.507096935509585,0.8258010614091592,1.9254467715267285,3.0620930671691906,15.310465335845947,9.866744327545167,11,9,26,0,0
880,8800.0,8800.0,8.099344873820565,0.8673750517232338,1.7623245459236065,9.706516075134278,7.028856468200684,9.03710117340088,14,7,33,1,0
890,8900.0,8900.0,8.264371085310179,0.8500549656272788,1.844568868652252,16.1743408203125,11.119859313964845,1.0108963012695313,15,9,27,1,0
900,9000.0,9000.0,8.178943906200374,0.8589335933125439,1.5586662399682598,9.402410125732423,19.140620613098143,1.0074010848999024,13,7,31,0,0
910,9100.0,9100.0,7.867605724621792,0.8929234540654529,1.4109424215137973,14.916792869567871,8.950075721740722,1.3259371439615886,17,11,31,0,0
920,9200.0,9200.0,7.791358523609928,0.9016617137520053,1.6330177458272297,1.6520498593648285,0.660819943745932,14.868448734283447,21,6,26,0,0
930,9300.0,9300.0,8.27579519394295,0.8488815291122888,2.2254182815705583,10.11361885070801,5.393930053710938,18.204513931274416,15,12,30,1,0
940,9400.0,9400.0,8.77268612946493,0.800800299381383,1.9596096045449298,15.468164920806885,13.749479929606121,7.218476963043212,19,4,10,0,0
950,9500.0,9500.0,8.515059030692113,0.8250288874724816,2.160166260508271,15.315240383148195,15.655579058329266,14.29422435760498,11,3,32,0,0
960,9600.0,9600.0,8.106256176026994,0.8666355375777883,2.3354576934459708,9.709276199340822,16.070526123046875,13.726907730102537,16,8,29,1,0
970,9700.0,9700.0,7.518976920724836,0.9343252084589705,1.6621391159298164,0.6530277887980156,0.9795416831970225,16.978722508748373,16,9,26,0,0
980,9800.0,9800.0,7.977933223257396,0.8805751417390328,1.6673952558459881,4.662371953328452,16.984354972839355,9.3247439066569,14,10,36,1,0
990,9900.0,9900.0,8.1539015998775,0.8615715547707815,1.885595373282454,6.709145863850912,19.121065711975096,3.01911563873291,10,5,35,1,0
1000,10000.0,10000.0,8.205564415329786,0.8561470391640422,1.9999640720314795,9.7487642288208,5.714792823791504,10.084928512573242,16,8,26,2,0
1010,10100.0,10100.0,7.923541996820367,0.886619857845588,2.3039275003275836,11.629380544026697,14.619792683919272,17.942472839355467,14,3,30,1,0
1020,10200.0,10200.0,8.248023124499229,0.8517398136272742,2.359152225535718,12.796237818400064,6.734862009684245,10.43903611501058,9,7,31,2,0
1030,10300.0,10300.0,8.073848204704229,0.8701141637467502,2.3395303779124834,5.349693806966147,19.39264005025228,5.349693806966146,15,11,35,1,0
1040,10400.0,10400.0,8.146187147606016,0.8623874644125948,1.8090289721989923,9.389841079711916,17.102924823760986,9.054489612579346,16,11,30,2,0
1050,10500.0,10500.0,8.402945878634538,0.8360365257994493,2.1325072729039807,18.63611125946045,8.80979804992676,16.264242553710936,13,2,26,0,0
1060,10600.0,10600.0,8.068644809142297,0.8706752924474316,2.3067736234194642,4.0114082336425785,5.014260292053223,1.3371360778808594,14,9,34,0,0
1070,10700.0,10700.0,8.054402180163258,0.8722149107672228,1.9038481477701084,7.349918683369955,16.70436064402262,3.3408721288045244,14,9,28,0,0
1080,10800.0,10800.0,7.862423457053863,0.8935119962982546,1.8886779343643176,6.6282297770182295,16.901985931396485,0.6628229777018231,8,3,29,3,0
1090,10900.0,10900.0,8.081588361013639,0.8692808102853292,2.346132074449965,0.6689253489176443,8.361566861470541,7.692641512552896,16,9,28,0,0
1100,11000.0,11000.0,7.863805926749974,0.893354915456039,2.10443779886967,13.257236480712892,8.617203712463379,5.965756416320801,19,7,31,2,0
1110,11100.0,11100.0,7.945332972340887,0.8841882024718513,1.9391675858258768,17.626333649953203,14.965754985809326,9.97716999053955,24,15,30,2,0
1120,11200.0,11200.0,7.674617332712831,0.9153771939755018,1.5378356642153148,0.986254310607912,17.095074717203776,12.821306037902833,14,7,34,3,0
1130,11300.0,11300.0,8.249340633154956,0.8516037815943174,2.293181167751295,18.858617655436195,14.817485300699868,13.47044118245443,12,6,28,0,0
1140,11400.0,11400.0,8.083842228496847,0.8690384448733507,1.6437561090750694,11.372787984212243,18.73165079752604,3.010443878173828,14,8,30,2,0
1150,11500.0,11500.0,8.275483828301297,0.8489134683375331,1.916293403598745,4.382513205210368,0.6742328008015954,3.371164004007975,14,6,30,0,0
1160,11600.0,11600.0,8.012118540739593,0.8768179905393578,1.8550975052764611,13.00656089782715,19.009589004516602,5.336024983723958,14,10,29,0,0
1170,11700.0,11700.0,7.8297643164993405,0.8972389710441946,1.701469606478894,6.949991512298585,10.921415233612061,6.619039535522461,15,9,25,1,0
1180,11800.0,11800.0,8.22823534629781,0.8537881311349835,1.8361959810273871,7.4024190266927095,17.496626790364584,11.44010213216146,13,6,27,0,0
1190,11900.0,11900.0,8.16388500355027,0.8605179612156895,2.0893398938552705,5.369506327311198,7.047477054595947,5.369506327311198,12,5,30,0,0
1200,12000.0,12000.0,7.848182826260427,0.8951332855483233,1.637714409188901,14.57329635620117,9.273915863037109,6.955436897277831,15,7,28,0,0
1210,12100.0,12100.0,8.154717591057672,0.8614853427368355,1.7673781318547641,16.77342414855957,14.42514476776123,2.6837478637695313,7,3,35,0,0
1220,12200.0,12200.0,8.430426836719528,0.8333112682095317,1.8776609193229734,17.638782882690432,16.960368156433105,7.123354625701904,15,8,26,0,0
1230,12300.0,12300.0,8.277342773634631,0.8487228173311019,2.3103729350953124,1.0114249229431171,16.51994040807088,9.439965947469076,16,7,27,1,0
1240,12400.0,12400.0,8.620596827323324,0.8149284579215986,2.0175428494069267,11.619125556945805,9.226952648162843,17.428688335418702,13,6,22,1,0
1250,12500.0,12500.0,8.140464127471988,0.8629937518115541,1.8666660248267128,7.040731239318848,15.087281227111816,1.6763645807902021,14,6,20,1,0
1260,12600.0,12600.0,8.470722586546986,0.8293471551071262,1.853111956859671,14.609118938446048,8.153926849365236,19.025829315185543,7,4,31,0,0
1270,12700.0,12700.0,8.46843302601086,0.8295713808300255,2.230458704582608,15.966667938232419,6.794326782226563,12.569504547119141,15,8,32,0,0
1280,12800.0,12800.0,7.947782482027431,0.8839156953201294,2.0648994775016485,14.634686279296877,16.962931823730468,17.62814483642578,20,10,28,4,0
1290,12900.0,12900.0,8.195633115490464,0.8571845005575268,1.9093274911528317,18.817602030436195,17.473487599690756,15.457315953572593,15,11,29,3,0
1300,13000.0,13000.0,8.123345835141423,0.8648123348957624,2.228833221033689,6.365717061360678,17.757000223795572,12.731434122721353,15,10,33,0,0
1310,13100.0,13100.0,8.061984964952941,0.8713945398551642,2.1510023019813422,5.34707234700521,7.686416498819988,16.37540906270345,17,9,25,0,0
1320,13200.0,13200.0,8.109048126482682,0.8663371544079866,2.2595760351807774,5.357456970214844,6.027139091491699,0.0,13,8,28,1,0
1330,13300.0,13300.0,7.580733376415106,0.9267137267630156,1.5264280443555063,16.370269457499184,9.167350896199544,0.9822161674499512,12,7,27,0,0
1340,13400.0,13400.0,8.188957034848546,0.8578833237197894,1.8769107861705374,10.4140575726827,7.390621503194174,10.4140575726827,14,7,20,0,0
1350,13500.0,13500.0,8.331667314835665,0.8431889336657924,2.445432952408569,13.177226066589355,8.784817377726238,4.730286280314128,15,6,25,0,0
1360,13600.0,13600.0,7.9972674620531095,0.8784462583236994,1.9850346529735903,9.998861312866211,4.999430656433106,12.998519706726075,12,10,36,0,0
1370,13700.0,13700.0,7.983369538879477,0.8799755096693738,1.6440912794535985,2.9979197502136237,2.6648175557454437,16.655109723409016,17,12,27,0,0
1380,13800.0,13800.0,8.101334298123513,0.8671620526117085,2.2428678544791687,15.397803243001304,11.380985005696619,17.07147750854492,9,4,37,1,0
1390,13900.0,13900.0,8.54825122235923,0.8218253647575352,1.8869164923852144,11.245750617980958,11.245750617980958,13.971993192036944,8,6,36,2,0
1400,14000.0,14000.0,8.148589715706006,0.8621331940806581,1.8372516447110778,13.750761731465655,0.6707688649495447,5.366150919596354,18,11,30,1,0
1410,14100.0,14100.0,8.662330855077181,0.8110022344317194,2.0766508539600173,7.872660223642986,17.114478747049965,3.765185324350993,16,8,26,0,0
1420,14200.0,14200.0,7.899205597999655,0.8893514153668098,1.6015240374344508,5.310839843750002,10.953607177734376,12.945172119140626,22,12,20,2,0
1430,14300.0,14300.0,8.000011444097254,0.8781449536597711,1.892557041950296,15.33334064483643,16.666674613952637,2.666667938232422,14,10,27,0,0
1440,14400.0,14400.0,8.380840313718624,0.8382416817266998,1.942681947979464,13.203098964691165,15.911426957448324,6.770819981892903,14,7,28,1,0
1450,14500.0,14500.0,7.521755361753566,0.9339800805774444,2.005079354503785,1.6327705383300795,11.755947875976565,6.204528045654296,14,6,26,1,0
1460,14600.0,14600.0,8.318436888417603,0.8445300208547718,1.7713056491556631,4.727781105041504,3.0392878532409666,1.0130959510803224,20,13,29,0,0
1470,14700.0,14700.0,8.18027960224988,0.8587933445358321,2.070392924275323,19.81329978307088,3.022367763519287,0.671637280782064,10,9,27,0,0
1480,14800.0,14800.0,8.41488080175166,0.8348507654905873,2.078839011640774,10.847959391276044,19.661926396687825,6.7799746195475254,14,9,28,0,0
1490,14900.0,14900.0,8.180244756157933,0.8587970028116831,2.12456511178868,8.731272252400716,11.417817560831708,8.731272252400716,15,6,29,1,0
1500,15000.0,15000.0,8.483514145968904,0.8280966540490249,2.1027116447662593,5.438686116536459,13.596715291341148,3.059260940551758,14,8,25,0,0
1510,15100.0,15100.0,8.32630435312447,0.8437320305518503,2.694390795964261,4.729271125793459,11.823177814483644,15.539033699035645,13,7,30,1,0
1520,15200.0,15200.0,7.846888049739122,0.8952809871026489,2.0144939166959617,16.890846347808836,1.2167835832196386e-16,1.9871583938598634,15,8,28,3,0
1530,15300.0,15300.0,8.208211477463879,0.8558709407210611,2.7197711066500716,6.724008560180666,15.465219688415528,9.41361198425293,12,7,29,0,0
1540,15400.0,15400.0,8.278506512051015,0.8486035094165701,2.119853157757661,8.428936004638672,3.0344169616699226,12.137667846679689,17,11,27,0,0
1550,15500.0,15500.0,7.906272822302389,0.8885564458435445,2.1459499469188597,16.93334894180298,5.976476097106933,1.3281057993570964,15,8,28,1,0
1560,15600.0,15600.0,8.074384788144458,0.8700563402885394,1.9216316691018347,8.359081745147709,17.05252676010132,15.715073680877685,19,12,28,2,0
1570,15700.0,15700.0,8.540464488414116,0.8225746607089901,2.2152650538848055,1.9191603541028164e-15,20.099932161966958,11.242334938049318,15,7,22,0,0
1580,15800.0,15800.0,7.8248805894852715,0.8977989630020083,1.9364369958876277,4.963247299194337,8.602961985270182,5.625013605753581,14,7,25,2,0
1590,15900.0,15900.0,8.01811362939732,0.8761623997317267,1.8349004086816565,15.344897206624351,16.6792360941569,0.6671694437662762,16,9,29,3,0
1600,16000.0,16000.0,7.994938201739552,0.8787021865066916,1.7984141369524396,16.996413803100584,18.995991897583007,1.3330520629882812,14,8,36,2,0
1610,16100.0,16100.0,8.242170784197112,0.8523445901319985,1.8491208372045118,5.386614990234376,16.833171844482422,6.733268737792969,13,8,34,0,0
1620,16200.0,16200.0,7.997960836124225,0.878370102429607,1.577894612463065,1.9388593351543495e-15,19.66499554316203,11.998980331420897,19,10,25,0,0
1630,16300.0,16300.0,8.35787094968625,0.840545363902531,1.7363365643860897,11.161637401580812,10.82340596516927,8.794017346700032,13,10,33,0,0
1640,16400.0,16400.0,7.8744298736042175,0.892149627543628,2.0419673498302195,5.636861673990887,16.579004923502602,15.584264628092448,17,10,31,0,0
1650,16500.0,16500.0,8.427876762288959,0.8335634083176162,2.379404835385972,4.409251054128013,9.496848424275719,18.315350532531735,13,7,30,1,0
1660,16600.0,16600.0,8.075513302991366,0.869934754023887,1.7922604897400645,2.340651925404868,5.0156826972961435,19.72835194269816,13,9,29,1,0
1670,16700.0,16700.0,8.120532109634656,0.8651119882303481,2.057510245642244,11.724966843922935,9.71497252782186,18.424947897593178,9,5,27,0,0
1680,16800.0,16800.0,7.844868211639572,0.8955114973672917,1.7435410006698968,8.941445446014404,2.6493171691894535,8.941445446014404,16,7,33,2,0
1690,16900.0,16900.0,8.363827436190892,0.8399467507490648,1.9211210692348304,17.253900146484373,12.179223632812501,1.014935302734375,6,2,28,0,0
1700,17000.0,17000.0,8.229616054179365,0.8536448884862287,2.124295949090568,3.0284317016601565,6.3933558146158855,0.3364924112955729,16,11,35,1,0
1710,17100.0,17100.0,8.240627591724483,0.8525042056152778,1.9594908010554397,17.50540606180827,7.069490909576415,1.0099272727966309,10,4,28,0,0
1720,17200.0,17200.0,8.362540199507729,0.8400760428354014,2.362879549086034,18.267898178100587,11.50200996398926,2.0297664642333983,17,11,24,1,0
1730,17300.0,17300.0,8.022703633433816,0.8756611237111799,1.9437320014452177,18.684308369954426,19.3516050974528,7.340264002482096,13,8,24,0,0
1740,17400.0,17400.0,8.483385619247489,0.8281092000480796,2.4039398486835957,17.675640614827476,6.798323313395183,16.655892117818198,17,6,21,0,0
1750,17500.0,17500.0,8.472670107587515,0.8291565220464778,2.1486841193527386,11.892054557800295,15.629557418823243,13.251146507263185,13,10,28,4,0
1760,17600.0,17600.0,8.137211238429098,0.8633387376841211,1.92493853575578,15.085271358489992,15.08527135848999,5.02842378616333,14,8,33,0,0
1770,17700.0,17700.0,7.974196189011365,0.8809878152402714,1.9581845855641362,7.991389465332032,10.988160514831543,2.9967710494995115,10,5,25,0,0
1780,17800.0,17800.0,8.142999898233313,0.8627250112551992,1.8840149611381973,0.6706154505411802,9.05330858230591,17.43600171407064,12,4,35,0,0
1790,17900.0,17900.0,7.590015742851694,0.9255803830803319,1.8357077536157849,9.498630046844482,0.9826169013977052,0.9826169013977051,17,9,22,2,0
1800,18000.0,18000.0,8.0922299254308,0.8681376757198884,2.10961838570336,7.026797676086426,17.39968948364258,5.688360023498535,14,6,26,1,0
1810,18100.0,18100.0,7.7209823918910185,0.9098802875438005,1.7645860556154902,6.917654991149903,6.917654991149903,12.188249270121258,17,11,19,1,0
1820,18200.0,18200.0,7.989313691194103,0.8793207965532296,2.298916357079693,1.6321350218999905e-15,6.996881771087647,19.657905928293864,13,8,35,1,0
1830,18300.0,18300.0,8.51084837668764,0.8254370619616849,2.309934926268779,8.847346750895184,2.3819779713948575,14.972432963053384,13,7,36,1,0
1840,18400.0,18400.0,7.812084267665996,0.8992695723894591,1.8447081461165953,2.3149188041687023,5.621945667266846,11.243891334533693,14,8,26,0,0
1850,18500.0,18500.0,8.181931420523153,0.8586199660917264,2.2724209929748618,16.120379638671874,15.784538396199546,18.135427093505857,15,7,28,3,0
1860,18600.0,18600.0,7.650544770940233,0.9182574429913498,1.6279688225909992,2.6272588094075533,9.195405832926435,17.07718226114909,17,9,23,0,0
1870,18700.0,18700.0,8.67300275428301,0.8100043177531754,2.749233906563312,19.51851472854614,14.039633401234944,3.4243008295694985,18,9,25,0,0
