frame_index,time_ps,elapsed_ps,volume_nm3,density_g_ml,void_radius_angstrom,void_x_angstrom,void_y_angstrom,void_z_angstrom,eda_thf_contacts,eda_thf_hydrogen_bonds
0,0.0,0.0,9.709389471856927,0.8817302140289347,1.833338595814075,15.28907388051351,10.66679573059082,13.511274592081705,7,5
10,100.0,100.0,10.283950913853822,0.8324681952320315,1.7998876971862228,20.659046363830566,21.021485773722333,14.135136985778809,9,3
20,200.0,200.0,9.815565787903925,0.8721924178492897,2.283648840384501,19.269966316223144,13.203495438893636,2.854809824625651,9,3
30,300.0,300.0,10.10760778200452,0.8469919135913365,1.9122773958799748,10.089963022867838,3.6035582224527993,2.8828465779622396,7,6
40,400.0,400.0,9.79660454358566,0.8738805388154675,2.1983026870467324,16.047958374023438,4.992698160807293,16.40457967122396,10,6
50,500.0,500.0,9.739976962596867,0.8789612223916542,1.8361514100898593,15.30511210759481,2.4915298779805513,19.9322390238444,12,8
60,600.0,600.0,10.190346945057387,0.8401148757023484,1.9211835754399031,13.730784034729004,12.285438346862795,7.588064861297607,8,4
70,700.0,700.0,10.175233852677238,0.8413626832623767,2.3558149055963264,2.1669462203979495,0.3611577033996587,7.94546947479248,3,2
80,800.0,800.0,10.221329468797874,0.8375683499142265,2.287412689790796,14.106387805938722,11.574472045898437,5.787236022949219,12,8
90,900.0,900.0,9.748928351759835,0.8781541671259986,1.6693727364998143,1.0681255340576195,13.529590098063153,21.00646883646647,12,11
100,1000.0,1000.0,9.956218363984208,0.8598708610168317,1.7383631115084193,14.341906229654949,13.266263262430828,4.661119524637858,10,4
110,1100.0,1100.0,10.00428584218001,0.8557394492883833,1.809840667210029,2.8729899088541675,0.7182474772135428,16.160568237304688,8,6
120,1200.0,1200.0,9.859359181247243,0.8683183054527576,2.192575848005154,2.8590492248535164,6.7902419090271,7.505004215240478,7,3
130,1300.0,1300.0,10.309337636413613,0.8304182440268679,2.024755937402647,5.078323618570965,7.980222829182943,16.323183059692383,12,5
140,1400.0,1400.0,10.221545069068918,0.8375506833127451,2.1320492927155748,3.6170479456583666,17.00012534459432,0.0,7,5
150,1500.0,1500.0,9.74164726364954,0.8788105158617125,2.2924295264232013,15.305986944834396,0.3559531847635917,19.577425161997475,10,8
160,1600.0,1600.0,9.568696144168443,0.8946947345932973,1.7107322792787898,3.184506797790529,15.922533988952638,17.691704432169594,11,9
170,1700.0,1700.0,9.531179409911468,0.8982164419450598,1.73863228309776,16.961810302734374,9.541018295288087,9.187647247314453,7,5
180,1800.0,1800.0,9.853048813063454,0.8688744184196258,1.776093995467969,20.366378784179688,3.2157440185546875,0.7146097819010419,7,3
