frame_index,time_ps,elapsed_ps,volume_nm3,density_g_ml,void_radius_angstrom,void_x_angstrom,void_y_angstrom,void_z_angstrom,eda_thf_contacts,eda_thf_hydrogen_bonds,eda_eda_hydrogen_bonds,cavity_associated_hydrogen_bonds,cavity_bridging_hydrogen_bonds
0,0.0,0.0,7.2287453821333765,0.8836281179369126,1.6572420996193846,10.95675563812256,14.501588344573975,12.890300750732424,0,0,68,5,0
10,100.0,100.0,7.456178664990474,0.8566751098724945,2.170663612389898,4.558432769775391,2.6048187255859374,1.628011703491211,0,0,65,0,0
20,200.0,200.0,7.392990531046693,0.8639971402959884,2.1536915366239047,15.909317398071293,16.88335723876953,12.337837982177733,0,0,72,1,0
30,300.0,300.0,7.049042337930117,0.9061546761734017,1.8929240009016495,4.47390569051107,14.060846455891927,10.86519953409831,0,0,79,2,0
40,400.0,400.0,7.065653087827606,0.9040243835440781,1.628812787098503,1.2792620340983083,14.391697883605957,4.477417119344076,0,0,85,3,0
50,500.0,500.0,7.420193945951458,0.8608296122158328,1.8800152700916628,1.6253884633382176,14.628496170043945,7.1517092386881504,0,0,71,3,0
60,600.0,600.0,7.303912127778999,0.8745344365201181,2.500627578020887,5.49730100631714,17.462014961242676,18.755497550964357,0,0,81,4,0
70,700.0,700.0,7.3034748651100525,0.87458679533135,1.794340399262406,0.9700925827026374,0.9700925827026373,8.407469050089519,0,0,76,1,0
80,800.0,800.0,7.334937601949619,0.8708353122679416,2.016915747763684,9.71483612060547,13.600770568847658,18.45818862915039,0,0,78,4,0
90,900.0,900.0,7.226550741778009,0.8838964680801628,2.0792974643232105,8.377847480773928,17.40014476776123,7.411172771453857,0,0,82,2,0
100,1000.0,1000.0,7.235334109623613,0.8828234578087709,1.853529714388938,2.901198577880861,18.374257659912107,6.769463348388672,0,0,89,2,0
110,1100.0,1100.0,7.297645646090474,0.8752853984464997,1.7831852157104937,5.172450256347656,6.46556282043457,6.46556282043457,0,0,84,2,0
120,1200.0,1200.0,7.690745005321962,0.8305466729997583,1.8452139499320623,4.934723377227785,18.751948833465576,14.475188573201496,0,0,60,3,0
130,1300.0,1300.0,7.295047507933001,0.8755971321795439,1.6171236372507918,14.545789718627933,18.747906748453776,18.747906748453776,0,0,77,3,0
140,1400.0,1400.0,7.247265621075783,0.8813700243694808,1.6583711775916965,10.96610482533773,4.837987422943115,0.6450649897257488,0,0,67,0,0
150,1500.0,1500.0,7.416006477683482,0.8613156820023323,2.214461842195192,13.650694274902344,17.550892639160153,11.050562032063803,0,0,74,3,0
160,1600.0,1600.0,7.46073298283644,0.8561521624958677,1.8398458808636076,18.563111400604246,10.421395874023437,8.14171552658081,0,0,80,0,0
170,1700.0,1700.0,7.0024613422391875,0.9121824976783257,1.9464795729539681,18.4938351949056,17.856116739908853,18.174975967407224,0,0,80,2,0
180,1800.0,1800.0,7.863962058715354,0.8122524790135013,2.406981778505517,16.90308837890625,6.29722900390625,14.91448974609375,0,0,72,1,0
190,1900.0,1900.0,7.805771273922316,0.8183076922070768,2.8156142522871077,18.844974136352537,1.6530679066975917,8.595953114827473,0,0,70,1,0
200,2000.0,2000.0,7.526022094741825,0.848724943489391,2.0344126915796954,6.532316843668621,16.984023793538412,13.39124952952067,0,0,86,2,0
210,2100.0,2100.0,6.9456698565529695,0.9196409862517846,2.0948390061326574,13.037790107727051,3.815938568115235,9.857841300964356,0,0,89,7,0
220,2200.0,2200.0,6.720115400841037,0.9505078850670111,1.5465487830812636,7.233838844299317,12.266074562072754,5.9757799148559565,0,0,76,1,0
230,2300.0,2300.0,7.471624986517525,0.8549040789099943,1.947683378933866,14.988043212890625,0.6516540527343754,2.9324432373046876,0,0,90,3,0
240,2400.0,2400.0,7.022890738278018,0.9095289838762117,1.8284564050520566,1.9150140762329124,16.59678866068522,17.23512668609619,0,0,92,4,0
250,2500.0,2500.0,7.202722839988939,0.8868205564702074,1.5989034319376871,6.43740717569987,7.081147893269857,16.415388298034667,0,0,83,2,0
260,2600.0,2600.0,7.244244559712557,0.8817375813873838,2.134408216676926,5.482290426890057,18.381797313690186,13.544482231140138,0,0,74,5,0
270,2700.0,2700.0,7.362249703684479,0.8676047314536196,1.9711797205497132,8.754191207885745,12.320713551839194,14.91454798380534,0,0,61,0,0
280,2800.0,2800.0,7.589233452220737,0.8416558427505701,2.7486394193483523,8.188192844390873,15.066274833679202,18.996607398986818,0,0,78,3,0
290,2900.0,2900.0,7.481691410507015,0.8537538273884512,2.6025276727108437,6.193492476145428,15.972691122690836,12.061011664072675,0,0,74,3,0
300,3000.0,3000.0,7.087030589957308,0.9012974610425861,1.9760015204375383,12.16523348490397,14.406197547912598,2.2409640630086263,0,0,81,1,0
310,3100.0,3100.0,7.571994732651889,0.843571991606841,1.976409265844987,13.41846097310384,1.9636772155761724,10.800224685668946,0,0,79,0,0
320,3200.0,3200.0,7.1102896462604415,0.8983491524032489,1.7421039745337745,16.344865703582762,2.8843880653381357,16.024378140767414,0,0,78,0,0
330,3300.0,3300.0,6.755627277033765,0.9455114107278387,1.529938403848613,13.547914028167726,10.082168579101564,16.068456172943115,0,0,86,3,0
340,3400.0,3400.0,7.305719521671689,0.8743180816224486,2.0417015048240774,3.880767822265625,1.9403839111328123,0.0,0,0,83,1,0
350,3500.0,3500.0,7.105411709552636,0.8989658781449876,1.9443748562036964,0.9612427711486832,12.496156024932862,11.21449899673462,0,0,79,2,0
360,3600.0,3600.0,7.047876985604949,0.9063045070318285,1.8795759377761196,10.864600753784181,10.864600753784181,8.947318267822265,0,0,78,1,0
370,3700.0,3700.0,6.87760772873063,0.9287419301883593,1.7873236671645565,4.754291534423829,1.2678110758463546,8.240771993001303,0,0,85,1,0
380,3800.0,3800.0,7.129785563915536,0.8958926772478925,1.9135212454021941,0.6415604273478206,5.774043846130372,17.322131538391115,0,0,85,3,0
390,3900.0,3900.0,7.4600841250402095,0.856226628278838,1.855072841020985,16.6086181640625,12.375048828125,7.8158203125000005,0,0,71,4,0
